Data;BTC USD;ETH USD;LTC USD;ADA USD;XRP USD;EOS USD
2020-03-03;8812;227;61;0,04867925;0,23578;3,65
2020-03-02;8727;225;60;0,04752875;0,23357;3,618
2020-03-01;8565;219;58;0,04653975;0,22916;3,52275
2020-02-29;8644;224;59;0,048264;0,23419;3,54525
2020-02-28;8717;226;60;0,049142;0,23685;3,5435
2020-02-27;8781;225;61;0,04935025;0,23451;3,56775
2020-02-26;9039;234;65;0,05215775;0,23988;3,767
2020-02-25;9480;256;73;0,057595;0,26127;4,094
2020-02-24;9773;269;77;0,0599565;0,27551;4,206
2020-02-23;9804;268;77;0,05998225;0,27936;4,2425
2020-02-22;9654;263;74;0,05821625;0,2744;4,071
2020-02-21;9652;261;72;0,05856625;0,27317;4,04675
2020-02-20;9586;257;70;0,057463;0,27264;3,957
2020-02-19;9856;271;74;0,0600195;0,28791;4,19425
2020-02-18;9923;274;75;0,06110025;0,29087;4,45875
2020-02-17;9763;259;73;0,0601005;0,28602;4,293
2020-02-16;9888;259;75;0,06253625;0,29765;4,50725
2020-02-15;10111;275;80;0,0671965;0,32143;5,01125
2020-02-14;10267;275;81;0,06946425;0,32853;5,35625
2020-02-13;10289;267;81;0,068678;0,31824;5,34275
2020-02-12;10303;253;79;0,06632875;0,29377;5,32475
2020-02-11;10031;229;75;0,06151425;0,27634;5,05975
2020-02-10;9991;224;75;0,06066025;0,27673;4,919
2020-02-09;10022;226;77;0,0610775;0,28136;4,8945
2020-02-08;9829;222;75;0,0595955;0,27589;4,65775
2020-02-07;9800;219;74;0,06055175;0,28227;4,60375
2020-02-06;9694;209;73;0,0595795;0,27997;4,56175
2020-02-05;9428;197;70;0,05776275;0,27356;4,3805
2020-02-04;9258;189;69;0,05668775;0,26133;4,19225
2020-02-03;9364;190;70;0,05646475;0,25304;4,23025
2020-02-02;9341;186;70;0,056348;0,24737;4,185
2020-02-01;9373;182;70;0,05505775;0,24022;4,15775
2020-01-31;9401;181;68;0,0547275;0,24028;4,21675
2020-01-30;9396;179;64;0,05476575;0,23899;4,14625
2020-01-29;9339;175;61;0,054146;0,23774;4,021
2020-01-28;9125;173;60;0,0507375;0,23552;4,00325
2020-01-27;8761;169;58;0,0464095;0,23052;3,82975
2020-01-26;8466;164;55;0,04383875;0,22524;3,55575
2020-01-25;8377;161;54;0,044062;0,22031;3,56825
2020-01-24;8402;162;54;0,04371275;0,22208;3,568
2020-01-23;8520;165;56;0,04424675;0,23051;3,596
2020-01-22;8707;169;58;0,0459045;0,23688;3,66
2020-01-21;8667;168;57;0,04503525;0,2358;3,631
2020-01-20;8657;166;57;0,043038;0,23243;3,60675
2020-01-19;8840;170;59;0,04354625;0,23966;3,69675
2020-01-18;8907;172;60;0,044701;0,24218;3,8585
2020-01-17;8830;168;60;0,0434205;0,23484;3,8955
2020-01-16;8750;164;57;0,04197425;0,23016;3,7785
2020-01-15;8791;166;58;0,04192075;0,23256;3,77125
2020-01-14;8488;156;55;0,039516;0,22552;3,52625
2020-01-13;8141;145;50;0,03731475;0,21307;3,14525
2020-01-12;8093;144;50;0,0372535;0,21329;3,0855
2020-01-11;8121;144;50;0,036981;0,21313;3,01125
2020-01-10;7979;141;47;0,0362185;0,20737;2,8445
2020-01-09;7937;139;45;0,03607525;0,20532;2,75375
2020-01-08;8138;142;46;0,036966;0,21053;2,82575
2020-01-07;7963;143;46;0,0371955;0,21725;2,8345
2020-01-06;7570;140;45;0,035921;0,20874;2,76825
2020-01-05;7399;135;43;0,0346225;0,19441;2,688
2020-01-04;7362;134;42;0,034172;0,19283;2,6435
2020-01-03;7149;131;41;0,0333845;0,18979;2,54675
2020-01-02;7069;129;41;0,0329925;0,19;2,52425
2020-01-01;7209;130;42;0,0331935;0,19333;2,601
2019-12-31;7239;131;42;0,0332105;0,19254;2,60625
2019-12-30;7331;133;43;0,033766;0,19495;2,65825
2019-12-29;7385;132;43;0,03394425;0,1948;2,66175
2019-12-28;7304;127;42;0,033394;0,19188;2,60825
2019-12-27;7224;125;40;0,03326225;0,18864;2,54625
2019-12-26;7257;127;40;0,03394275;0,18976;2,524
2019-12-25;7297;126;40;0,03353725;0,1893;2,5065
2019-12-24;7302;128;41;0,0335855;0,19051;2,52675
2019-12-23;7445;130;41;0,03373625;0,19323;2,537
2019-12-22;7324;130;41;0,0337235;0,19372;2,49025
2019-12-21;7170;128;40;0,033419;0,1932;2,46125
2019-12-20;7172;128;40;0,03334075;0,19119;2,475
2019-12-19;7209;130;40;0,033737;0,19132;2,452
2019-12-18;6935;126;39;0,03274125;0,18834;2,333
2019-12-17;6759;127;38;0,0327785;0,19333;2,2705
2019-12-16;7012;137;42;0,03509875;0,21109;2,44875
2019-12-15;7105;142;43;0,03630025;0,21699;2,56475
2019-12-14;7162;143;44;0,036622;0,21818;2,593
2019-12-13;7238;145;44;0,03687675;0,21885;2,606
2019-12-12;7203;143;44;0,0365075;0,21984;2,57175
2019-12-11;7224;144;44;0,03655025;0,22183;2,58725
2019-12-10;7296;146;44;0,0367615;0,22287;2,625
2019-12-09;7457;149;45;0,037948;0,22637;2,69
2019-12-08;7507;149;45;0,038504;0,22799;2,73025
2019-12-07;7532;148;45;0,0384375;0,22594;2,72625
2019-12-06;7453;148;45;0,0378195;0,22297;2,703
2019-12-05;7316;147;45;0,037376;0,21831;2,65675
2019-12-04;7328;147;45;0,0374115;0,2168;2,66
2019-12-03;7302;148;45;0,03795025;0,21955;2,68825
2019-12-02;7325;149;46;0,03861925;0,22191;2,7225
2019-12-01;7433;150;47;0,03961625;0,22366;2,7575
2019-11-30;7637;153;48;0,0408825;0,2278;2,7685
2019-11-29;7602;153;48;0,0403085;0,22703;2,715
2019-11-28;7489;152;47;0,0390345;0,22475;2,6475
2019-11-27;7296;149;47;0,03766325;0,22175;2,6285
2019-11-26;7163;147;46;0,03627575;0,21856;2,5705
2019-11-25;6982;142;45;0,03528525;0,21628;2,47125
2019-11-24;7122;146;46;0,03661575;0,22702;2,53625
2019-11-23;7258;150;48;0,037415;0,23132;2,6375
2019-11-22;7355;153;48;0,037061;0,23535;2,683
2019-11-21;7844;167;52;0,03941625;0,24602;2,94425
2019-11-20;8136;175;55;0,04143125;0,25264;3,0995
2019-11-19;8158;177;55;0,04245575;0,25142;3,13175
2019-11-18;8336;180;57;0,04430575;0,25517;3,25025
2019-11-17;8513;183;59;0,04444775;0,26261;3,38175
2019-11-16;8489;181;58;0,043875;0,26155;3,356
2019-11-15;8584;182;59;0,04324725;0,26376;3,37875
2019-11-14;8715;186;60;0,04288;0,2693;3,4235
2019-11-13;8787;187;61;0,04348825;0,27248;3,46725
2019-11-12;8752;186;61;0,04359725;0,27272;3,4595
2019-11-11;8872;187;63;0,0433355;0,27615;3,50675
2019-11-10;8924;187;63;0,0431545;0,2799;3,544
2019-11-09;8802;184;61;0,04233725;0,27788;3,45125
2019-11-08;8995;185;61;0,0426465;0,2822;3,44575
2019-11-07;9265;189;63;0,0439085;0,29802;3,53375
2019-11-06;9334;190;64;0,044617;0,30517;3,61225
2019-11-05;9338;187;62;0,04376525;0,29979;3,5375
2019-11-04;9307;184;60;0,04238725;0,29455;3,35925
2019-11-03;9238;182;58;0,041987;0,29239;3,2835
2019-11-02;9272;183;58;0,04219125;0,29367;3,3345
2019-11-01;9178;182;58;0,04171925;0,29144;3,2925
2019-10-31;9162;183;58;0,0413225;0,29393;3,2535
2019-10-30;9250;186;59;0,04265125;0,2982;3,322
2019-10-29;9319;187;59;0,0429015;0,29994;3,35075
2019-10-28;9452;184;59;0,042763;0,29767;3,352
2019-10-27;9404;182;59;0,0413675;0,29586;3,254
2019-10-26;9123;183;57;0,04103075;0,2971;3,21375
2019-10-25;8046;172;54;0,0394035;0,28895;2,98375
2019-10-24;7442;161;49;0,036849;0,274;2,718
2019-10-23;7723;165;51;0,037267;0,27665;2,763
2019-10-22;8136;173;54;0,03905575;0,29343;2,92125
2019-10-21;8226;177;55;0,03915;0,29217;2,922
2019-10-20;8090;173;54;0,03903925;0,29087;2,891
2019-10-19;7965;172;53;0,038508;0,29286;2,87425
2019-10-18;7995;174;54;0,03854175;0,29564;2,87375
2019-10-17;8034;176;54;0,03875125;0,29204;2,928
2019-10-16;8071;177;53;0,03885075;0,28568;2,9335
2019-10-15;8265;183;56;0,040562;0,29193;3,0315
2019-10-14;8308;184;57;0,04143175;0,28722;3,13725
2019-10-13;8307;181;56;0,040892;0,27565;3,08825
2019-10-12;8307;181;56;0,04035625;0,271;3,0765
2019-10-11;8458;187;57;0,0409735;0,26923;3,09825
2019-10-10;8552;192;58;0,041794;0,27464;3,15475
2019-10-09;8381;187;58;0,04194225;0,27964;3,202
2019-10-08;8206;181;57;0,04126975;0,27725;3,173
2019-10-07;8043;175;56;0,0400435;0,26637;3,05575
2019-10-06;7997;173;55;0,03916475;0,25393;2,93525
2019-10-05;8123;175;57;0,03933225;0,25224;2,98425
2019-10-04;8163;175;56;0,03877775;0,25011;2,972
2019-10-03;8268;176;56;0,03862475;0,24869;2,9425
2019-10-02;8302;178;56;0,038624;0,24998;2,96275
2019-10-01;8315;179;56;0,03878725;0,25255;2,97
2019-09-30;8100;174;55;0,037834;0,24848;2,869
2019-09-29;8102;170;54;0,037671;0,23977;2,78025
2019-09-28;8180;173;55;0,0388115;0,24167;2,8245
2019-09-27;8097;169;55;0,03849275;0,24122;2,797
2019-09-26;8183;165;55;0,03809475;0,24188;2,7805
2019-09-25;8480;168;56;0,038121;0,24;2,8235
2019-09-24;9020;180;61;0,0412215;0,24963;3,14275
2019-09-23;9860;206;69;0,04763875;0,27417;3,75525
2019-09-22;9993;212;72;0,05005225;0,2814;3,8895
2019-09-21;10071;217;74;0,0521695;0,29182;4,015
2019-09-20;10198;218;75;0,051873;0,29501;3,95975
2019-09-19;10105;214;76;0,0523525;0,30291;3,984
2019-09-18;10184;211;76;0,051581;0,30245;4,08825
2019-09-17;10219;204;74;0,0483715;0,27585;4,0965
2019-09-16;10259;193;71;0,04673425;0,26036;4,063
2019-09-15;10320;188;70;0,046544;0,26115;4,06025
2019-09-14;10339;184;70;0,0459805;0,25889;3,88325
2019-09-13;10343;180;69;0,0454415;0,25428;3,7215
2019-09-12;10269;180;69;0,04519;0,25415;3,7365
2019-09-11;10108;179;70;0,04566925;0,25639;3,744
2019-09-10;10191;180;71;0,04677925;0,25869;3,80725
2019-09-09;10321;181;70;0,0464545;0,26039;3,80725
2019-09-08;10427;180;70;0,04647525;0,26112;3,67025
2019-09-07;10407;174;67;0,04509775;0,2561;3,40725
2019-09-06;10500;172;66;0,0442095;0,25354;3,241
2019-09-05;10559;174;66;0,04474975;0,25697;3,2745
2019-09-04;10588;177;68;0,04592525;0,26008;3,3255
2019-09-03;10500;179;68;0,04599075;0,26187;3,3595
2019-09-02;10057;175;66;0,04478975;0,25843;3,2905
2019-09-01;9664;171;65;0,04447475;0,25582;3,253
2019-08-31;9579;170;64;0,04467575;0,2566;3,27975
2019-08-30;9531;168;64;0,04479275;0,25552;3,21525
2019-08-29;9573;170;65;0,04489;0,25574;3,1955
2019-08-28;9954;179;70;0,047841;0,2611;3,37325
2019-08-27;10251;188;73;0,0493955;0,26898;3,5545
2019-08-26;10303;189;73;0,04968525;0,27164;3,59275
2019-08-25;10128;188;71;0,05017775;0,27077;3,5925
2019-08-24;10213;191;74;0,04982675;0,27253;3,64125
2019-08-23;10212;192;71;0,04950625;0,27291;3,669
2019-08-22;10060;189;73;0,0486255;0,26775;3,57775
2019-08-21;10400;191;73;0,0479385;0,26846;3,56725
2019-08-20;10797;199;76;0,04953325;0,27712;3,67875
2019-08-19;10604;198;77;0,05020775;0,2828;3,7085
2019-08-18;10278;190;75;0,049028;0,27575;3,63175
2019-08-17;10258;185;74;0,04709875;0,26335;3,5625
2019-08-16;10290;185;75;0,046515;0,26124;3,58475
2019-08-15;10096;185;75;0,0470585;0,26214;3,58675
2019-08-14;10451;197;81;0,050046;0,27495;3,86825
2019-08-13;11132;209;85;0,0522195;0,29823;4,08475
2019-08-12;11419;214;88;0,053882;0,30172;4,15825
2019-08-11;11427;211;88;0,0536495;0,30088;4,1465
2019-08-10;11718;209;85;0,05018125;0,29844;3,99525
2019-08-09;12098;215;87;0,0498945;0,30106;4,02025
2019-08-08;12043;223;90;0,05192525;0,3091;4,183
2019-08-07;11754;226;91;0,05279375;0,31191;4,20975
2019-08-06;11707;230;95;0,05491775;0,31665;4,3035
2019-08-05;11402;228;97;0,05670125;0,32236;4,3635
2019-08-04;10834;221;93;0,05703825;0,31707;4,24725
2019-08-03;10683;220;95;0,05757;0,31401;4,2475
2019-08-02;10474;218;96;0,057766;0,31349;4,218
2019-08-01;10203;216;98;0,05921525;0,31667;4,34725
2019-07-31;9831;214;95;0,06001725;0,31913;4,3105
2019-07-30;9587;210;90;0,0601215;0,31419;4,20975
2019-07-29;9662;211;90;0,060092;0,31079;4,24825
2019-07-28;9605;208;88;0,05905375;0,30905;4,19575
2019-07-27;9736;213;91;0,06080425;0,31631;4,457
2019-07-26;9984;218;93;0,0601825;0,31728;4,57325
2019-07-25;9933;219;94;0,058982;0,31564;4,57225
2019-07-24;9805;212;92;0,056881;0,31177;4,348
2019-07-23;10145;215;92;0,057514;0,31435;4,12975
2019-07-22;10533;221;97;0,060213;0,32504;4,2105
2019-07-21;10717;225;99;0,061798;0,32982;4,2855
2019-07-20;10754;226;100;0,061644;0,3276;4,20175
2019-07-19;10536;222;99;0,0586595;0,3178;4,03
2019-07-18;10138;218;95;0,05655075;0,31508;3,97925
2019-07-17;9554;205;85;0,05365775;0,30557;3,782
2019-07-16;10166;214;85;0,05542275;0,30344;3,913
2019-07-15;10499;223;90;0,05822125;0,30883;4,19425
2019-07-14;10786;247;95;0,06298225;0,31792;4,4225
2019-07-13;11441;270;102;0,06785225;0,33599;4,7335
2019-07-12;11524;272;104;0,067098;0,3355;4,731
2019-07-11;11649;277;104;0,067812;0,34302;4,89825
2019-07-10;12346;298;113;0,0742915;0,37378;5,52525
2019-07-09;12419;310;121;0,0789405;0,3976;5,917
2019-07-08;11826;308;121;0,08009225;0,39805;5,91875
2019-07-07;11329;297;119;0,078475;0,39345;5,868
2019-07-06;11214;289;119;0,077645;0,38939;5,795
2019-07-05;11081;286;119;0,07693325;0,38258;5,752
2019-07-04;11524;292;122;0,079872;0,39572;5,87075
2019-07-03;11376;296;120;0,08132175;0,40069;5,96275
2019-07-02;10526;289;120;0,08128475;0,40013;5,9165
2019-07-01;10684;293;122;0,08301175;0,40366;5,8725
2019-06-30;11417;306;129;0,08619375;0,41211;6,05975
2019-06-29;12057;312;127;0,088543;0,42191;6,24625
2019-06-28;11782;305;118;0,08724325;0,4172;6,06125
2019-06-27;12066;316;123;0,09189225;0,43569;6,31225
2019-06-26;12638;335;133;0,09931125;0,47115;6,887
2019-06-25;11431;314;135;0,09654025;0,46905;7,18425
2019-06-24;10920;308;136;0,09711425;0,46766;7,2115
2019-06-23;10884;312;140;0,09738;0,47617;7,401
2019-06-22;10523;303;141;0,09236125;0,4665;7,28625
2019-06-21;9850;283;138;0,08863525;0,43753;6,955
2019-06-20;9386;270;136;0,088037;0,43001;6,81275
2019-06-19;9169;267;136;0,08968275;0,4309;6,8385
2019-06-18;9175;268;133;0,09099625;0,43734;6,92325
2019-06-17;9169;271;135;0,09246275;0,44035;7,06275
2019-06-16;8969;269;136;0,09177425;0,42105;6,959
2019-06-15;8727;266;135;0,09089875;0,40596;6,71825
2019-06-14;8428;258;130;0,0890315;0,39866;6,47075
2019-06-13;8172;258;133;0,0926085;0,40074;6,466
2019-06-12;8006;252;136;0,091369;0,39528;6,346
2019-06-11;7900;244;132;0,0858465;0,39412;6,34075
2019-06-10;7790;238;122;0,0817345;0,39228;6,2745
2019-06-09;7748;237;116;0,08085275;0,39382;6,238
2019-06-08;7925;246;117;0,0840555;0,41291;6,46125
2019-06-07;7905;249;114;0,0842695;0,42085;6,51475
2019-06-06;7727;245;107;0,08183925;0,40849;6,2935
2019-06-05;7735;243;103;0,0822655;0,39815;6,33925
2019-06-04;7854;245;103;0,08446375;0,40513;6,46925
2019-06-03;8423;260;111;0,09227;0,43587;7,18625
2019-06-02;8654;267;114;0,093616;0,43686;7,7155
2019-06-01;8543;267;114;0,08944025;0,43203;8,1065
2019-05-31;8386;259;111;0,08601625;0,42635;7,9295
2019-05-30;8505;263;112;0,08798;0,43411;7,65925
2019-05-29;8636;269;114;0,0907235;0,44209;7,95
2019-05-28;8710;271;115;0,09092825;0,43966;7,98825
2019-05-27;8725;269;115;0,08837425;0,42169;7,46325
2019-05-26;8311;257;106;0,082579;0,3937;6,59075
2019-05-25;8002;251;102;0,08055;0,38524;6,393
2019-05-24;7931;246;95;0,08050325;0,38152;6,2385
2019-05-23;7729;243;88;0,07803;0,37473;5,93975
2019-05-22;7777;250;89;0,08094425;0,38671;6,0835
2019-05-21;7941;253;91;0,08409925;0,39593;6,2275
2019-05-20;7971;243;92;0,08414625;0,40194;6,278
2019-05-19;7731;241;91;0,082816;0,39572;6,19775
2019-05-18;7318;241;88;0,08123775;0,37965;5,95275
2019-05-17;7539;250;92;0,08438175;0,39756;6,20225
2019-05-16;8013;258;99;0,09150175;0,43728;6,525
2019-05-15;8060;233;97;0,08925025;0,43512;6,25875
2019-05-14;7950;207;90;0,0785255;0,36947;5,829
2019-05-13;7436;194;87;0,07219425;0,31795;5,48775
2019-05-12;7124;191;88;0,0722965;0,31692;5,451
2019-05-11;6834;186;84;0,06985;0,31458;5,23575
2019-05-10;6301;172;76;0,06226375;0,2974;4,80075
2019-05-09;6095;171;75;0,0629775;0,29807;4,8835
2019-05-08;5913;169;74;0,064074;0,29974;4,862
2019-05-07;5840;173;76;0,06596125;0,30195;4,903
2019-05-06;5738;168;75;0,06630475;0,3018;4,852
2019-05-05;5788;163;77;0,06671225;0,30273;4,91925
2019-05-04;5776;166;79;0,068709;0,30712;4,9985
2019-05-03;5646;165;77;0,06947275;0,30572;4,94275
2019-05-02;5445;161;74;0,06879;0,30351;4,755
2019-05-01;5355;161;74;0,069198;0,30591;4,77375
2019-04-30;5272;159;71;0,06744025;0,30208;4,6695
2019-04-29;5262;156;69;0,0667775;0,29679;4,61675
2019-04-28;5284;159;71;0,069651;0,29931;4,7285
2019-04-27;5277;159;73;0,07036875;0,30094;4,7635
2019-04-26;5284;157;73;0,069713;0,29721;4,72425
2019-04-25;5323;159;72;0,0713945;0,29622;4,6925
2019-04-24;5466;166;73;0,07214625;0,30889;4,896
2019-04-23;5436;171;76;0,07609975;0,32293;5,19
2019-04-22;5284;170;76;0,07530875;0,32288;5,19625
2019-04-21;5258;170;78;0,0743685;0,32315;5,25825
2019-04-20;5275;173;81;0,07712725;0,32813;5,435
2019-04-19;5245;172;82;0,0797675;0,33195;5,43575
2019-04-18;5243;170;81;0,08197175;0,33657;5,45925
2019-04-17;5197;165;80;0,08256325;0,32902;5,45325
2019-04-16;5106;163;79;0,08176375;0,32108;5,402
2019-04-15;5075;163;80;0,08283825;0,32233;5,4285
2019-04-14;5088;165;80;0,08308375;0,32562;5,39975
2019-04-13;5053;163;78;0,08303075;0,32599;5,3035
2019-04-12;5012;163;78;0,0822895;0,32341;5,2715
2019-04-11;5154;169;83;0,0846215;0,33848;5,5045
2019-04-10;5253;176;88;0,086624;0,35116;5,707
2019-04-09;5186;176;87;0,08379225;0,35095;5,476
2019-04-08;5195;177;90;0,08726125;0,35825;5,441
2019-04-07;5118;170;92;0,08971975;0,35791;5,374
2019-04-06;5051;166;91;0,09029175;0,35575;5,34525
2019-04-05;4958;161;87;0,08909;0,35029;5,20525
2019-04-04;4926;158;85;0,08850325;0,33561;5,11125
2019-04-03;4980;163;84;0,089743;0,34747;5,2325
2019-04-02;4512;152;69;0,0784355;0,33283;4,614
2019-04-01;4121;141;61;0,07091;0,31085;4,198
2019-03-31;4105;141;61;0,07102975;0,30974;4,167
2019-03-30;4103;142;61;0,071215;0,31109;4,1975
2019-03-29;4068;140;61;0,0688045;0,30735;4,28675
2019-03-28;4029;138;61;0,065873;0,30786;4,24675
2019-03-27;3991;137;60;0,06427475;0,30621;4,0145
2019-03-26;3933;134;59;0,06017375;0,30089;3,6865
2019-03-25;3958;135;60;0,05962075;0,30466;3,6315
2019-03-24;3993;136;60;0,0621215;0,30914;3,639
2019-03-23;3998;137;60;0,06064075;0,31102;3,64525
2019-03-22;3988;136;59;0,0552255;0,31014;3,6125
2019-03-21;4003;136;59;0,052542;0,31245;3,6445
2019-03-20;4023;138;60;0,05251275;0,31692;3,67725
2019-03-19;4002;138;59;0,05106475;0,31494;3,7125
2019-03-18;3991;139;60;0,04993575;0,31559;3,72925
2019-03-17;3989;140;61;0,0504625;0,31697;3,764
2019-03-16;3976;140;60;0,0504735;0,31787;3,75175
2019-03-15;3903;135;57;0,0489275;0,3136;3,63875
2019-03-14;3872;132;56;0,04696425;0,31224;3,56775
2019-03-13;3873;132;56;0,046914;0,31429;3,58475
2019-03-12;3868;132;55;0,0470905;0,30969;3,57995
2019-03-11;3891;134;56;0,04649425;0,31145;3,623525
2019-03-10;3923;136;57;0,045888;0,31327;3,714475
2019-03-09;3908;136;57;0,04466425;0,31206;3,684525
2019-03-08;3870;135;56;0,04271975;0,31068;3,651075
2019-03-07;3873;137;56;0,0426715;0,31554;3,7686
2019-03-06;3856;137;54;0,04263625;0,31589;3,7331
2019-03-05;3788;131;50;0,04159275;0,30921;3,49255
2019-03-04;3759;128;47;0,04091375;0,3059;3,357825
2019-03-03;3815;132;48;0,04223875;0,31236;3,5166
2019-03-02;3818;134;48;0,04271075;0,31468;3,474375
2019-03-01;3828;136;47;0,043102;0,31645;3,5165
2019-02-28;3825;135;46;0,04299675;0,31248;3,52045
2019-02-27;3791;135;45;0,042703;0,31218;3,452825
2019-02-26;3816;137;45;0,04306175;0,3235;3,464325
2019-02-25;3803;136;45;0,04274275;0,31573;3,521725
2019-02-24;3952;147;48;0,045434;0,31725;3,9035
2019-02-23;4044;153;50;0,04716775;0,32662;4,041875
2019-02-22;3954;146;49;0,0453895;0,32064;3,819625
2019-02-21;3957;147;50;0,04618075;0,32575;3,833875
2019-02-20;3938;145;49;0,0464465;0,327;3,70705
2019-02-19;3917;145;48;0,04630925;0,32822;3,61185
2019-02-18;3780;139;46;0,043834;0,31425;3,166125
2019-02-17;3645;129;44;0,0413435;0,30271;2,835875
2019-02-16;3616;123;43;0,04089175;0,30155;2,81005
2019-02-15;3607;122;42;0,040611;0,30183;2,78565
2019-02-14;3602;122;42;0,04069375;0,30262;2,803325
2019-02-13;3627;123;43;0,04153;0,30595;2,90125
2019-02-12;3629;121;43;0,0415225;0,3033;2,85365
2019-02-11;3654;123;45;0,04223925;0,30601;2,786475
2019-02-10;3659;121;45;0,0417455;0,30852;2,779675
2019-02-09;3658;119;44;0,0411485;0,31208;2,7468
2019-02-08;3541;112;39;0,038881;0,30337;2,54615
2019-02-07;3404;105;33;0,03669375;0,29111;2,34535
2019-02-06;3434;105;34;0,0372355;0,2946;2,359925
2019-02-05;3467;107;34;0,03806125;0,29937;2,38685
2019-02-04;3460;108;34;0,038206;0,30123;2,39075
2019-02-03;3475;109;34;0,038667;0,30563;2,40235
2019-02-02;3483;109;34;0,03882025;0,30877;2,384825
2019-02-01;3452;106;32;0,0382235;0,30605;2,317525
2019-01-31;3452;108;32;0,03893825;0,31781;2,3183
2019-01-30;3437;107;31;0,0387525;0,30525;2,28695
2019-01-29;3419;105;31;0,03815425;0,28925;2,241675
2019-01-28;3489;108;32;0,0393225;0,29726;2,245775
2019-01-27;3555;114;33;0,041526;0,30956;2,375
2019-01-26;3588;116;33;0,042598;0,31475;2,4275
2019-01-25;3568;116;33;0,0425905;0,31509;2,4325
2019-01-24;3566;116;32;0,04276375;0,31584;2,4175
2019-01-23;3571;117;32;0,04299625;0,31671;2,425
2019-01-22;3548;116;31;0,04274075;0,31647;2,3775
2019-01-21;3537;116;31;0,0426425;0,31818;2,34
2019-01-20;3605;120;32;0,04371775;0,32232;2,375
2019-01-19;3651;121;32;0,0445345;0,32658;2,4425
2019-01-18;3609;120;31;0,04408825;0,32307;2,44
2019-01-17;3602;121;31;0,04444575;0,32588;2,43
2019-01-16;3591;121;31;0,04313575;0,32611;2,38
2019-01-15;3604;123;31;0,042576;0,32619;2,3825
2019-01-14;3573;121;31;0,0415515;0,3224;2,325
2019-01-13;3545;118;31;0,04108725;0,32026;2,2925
2019-01-12;3602;124;32;0,04301925;0,32745;2,375
2019-01-11;3610;124;32;0,0432435;0,32771;2,3575
2019-01-10;3788;136;36;0,0476125;0,3487;2,6075
2019-01-09;3980;148;39;0,049764;0,36511;2,8125
2019-01-08;3993;148;39;0,047713;0,36269;2,7475
2019-01-07;3991;152;38;0,04807175;0,36496;2,7625
2019-01-06;3896;153;37;0,04621175;0,35802;2,73
2019-01-05;3801;154;34;0,04363875;0,35415;2,6725
2019-01-04;3782;149;32;0,04258925;0,35404;2,6375
2019-01-03;3821;149;32;0,04313675;0,36217;2,7
2019-01-02;3837;146;32;0,04317225;0,3671;2,7225
2019-01-01;3749;135;31;0,04105;0,35639;2,57
2018-12-31;3751;134;31;0,0414185;0,35946;2,5575
2018-12-30;3761;135;31;0,04139975;0,3623;2,575
2018-12-29;3791;136;31;0,04120925;0,36824;2,6025
2018-12-28;3729;124;30;0,0386995;0,35507;2,52
2018-12-27;3691;121;29;0,038316;0,35481;2,405
2018-12-26;3770;129;30;0,04058525;0,37548;2,53
2018-12-25;3874;131;32;0,042386;0,38799;2,585
2018-12-24;4030;138;34;0,04534625;0,39898;2,835
2018-12-23;3963;123;32;0,042699;0,36753;2,715
2018-12-22;3899;111;31;0,04043175;0,35631;2,56
2018-12-21;3967;111;31;0,04045;0,36709;2,6375
2018-12-20;3892;107;31;0,036301;0,36312;2,5675
2018-12-19;3732;101;30;0,03491825;0,35974;2,5625
2018-12-18;3584;97;29;0,033126;0,33899;2,5025
2018-12-17;3404;90;28;0,03099675;0,31053;2,16
2018-12-16;3252;85;25;0,028713;0,28888;1,9075
2018-12-15;3234;84;24;0,0281585;0,28718;1,8525
2018-12-14;3275;85;23;0,0286595;0,29368;1,8275
2018-12-13;3385;88;24;0,02968475;0,30286;1,8975
2018-12-12;3436;89;24;0,0298525;0,30478;1,9075
2018-12-11;3426;89;24;0,02949025;0,30257;1,855
2018-12-10;3516;92;25;0,030469;0,30592;1,955
2018-12-09;3525;93;25;0,0308465;0,30924;1,9075
2018-12-08;3416;91;25;0,030055;0,30521;1,7775
2018-12-07;3452;91;25;0,029654;0,30257;1,74
2018-12-06;3668;97;28;0,03278425;0,3248;2,0325
2018-12-05;3867;106;30;0,03589025;0,34616;2,3175
2018-12-04;3938;109;31;0,038275;0,35085;2,4925
2018-12-03;4019;112;39;0,04008775;0,35833;2,715
2018-12-02;4195;118;34;0,04179075;0,37246;2,91
2018-12-01;4125;116;33;0,0402005;0,36863;2,925
2018-11-30;4158;116;33;0,04027475;0,37116;2,945
2018-11-29;4286;120;34;0,04217025;0,38557;3,1225
2018-11-28;4098;118;33;0,0400245;0,38148;3,1775
2018-11-27;3829;110;31;0,0363215;0,3619;3,1
2018-11-26;3939;114;31;0,0373845;0,37179;3,3125
2018-11-25;3954;115;30;0,03753;0,37056;3,33
2018-11-24;4158;121;31;0,0413675;0,39735;3,48
2018-11-23;4360;125;32;0,04372825;0,41781;3,585
2018-11-22;4511;133;34;0,0463705;0,43975;3,7025
2018-11-21;4575;136;34;0,04675075;0,44513;3,82
2018-11-20;4673;142;35;0,04868875;0,4611;3,9175
2018-11-19;5259;164;40;0,0572585;0,4956;4,365
2018-11-18;5656;178;43;0,0620555;0,50965;4,645
2018-11-17;5616;176;42;0,0609485;0,48692;4,5975
