Data;BTC USD;ETH USD;LTC USD;ADA USD;XRP USD;EOS USD
2018-11-16;5662;180;43;0,06275475;0,48054;4,6725
2018-11-15;5709;183;44;0,0639555;0,47289;4,655
2018-11-14;6086;196;47;0,06960975;0,48465;4,9675
2018-11-13;6429;211;51;0,075783;0,52043;5,3475
2018-11-12;6441;213;51;0,07681575;0,51739;5,465
2018-11-11;6421;212;51;0,07625025;0,50673;5,4325
2018-11-10;6428;213;52;0,07517625;0,50778;5,425
2018-11-09;6443;212;52;0,075936;0,50419;5,47
2018-11-08;6521;216;54;0,078087;0,51855;5,605
2018-11-07;6541;220;55;0,08033575;0,5441;5,73
2018-11-06;6479;215;54;0,07922325;0,5303;5,6425
2018-11-05;6465;211;54;0,07709525;0,48435;5,5075
2018-11-04;6433;208;53;0,07467725;0,46357;5,445
2018-11-03;6397;201;51;0,0722555;0,45898;5,3575
2018-11-02;6415;201;51;0,07228175;0,46152;5,35
2018-11-01;6386;199;50;0,0708285;0,45619;5,2675
2018-10-31;6339;198;50;0,069866;0,44951;5,1975
2018-10-30;6362;197;49;0,070191;0,44691;5,1475
2018-10-29;6408;201;50;0,0716665;0,4524;5,2775
2018-10-28;6486;204;52;0,07346025;0,46201;5,4275
2018-10-27;6503;204;53;0,074089;0,46215;5,4325
2018-10-26;6522;205;53;0,07465725;0,46366;5,4425
2018-10-25;6519;205;53;0,07502;0,46343;5,4375
2018-10-24;6545;206;53;0,07590125;0,46699;5,4675
2018-10-23;6540;206;53;0,076101;0,46406;5,47
2018-10-22;6570;207;53;0,077138;0,46218;5,4975
2018-10-21;6593;209;54;0,077712;0,46688;5,52
2018-10-20;6543;207;54;0,07734625;0,46352;5,4375
2018-10-19;6550;206;54;0,07680275;0,4638;5,4275
2018-10-18;6633;210;54;0,07824075;0,47452;5,515
2018-10-17;6697;214;55;0,079022;0,48309;5,57
2018-10-16;6725;215;56;0,07725225;0,47103;5,585
2018-10-15;6671;211;55;0,07583175;0,44429;5,5
2018-10-14;6335;199;53;0,072775;0,41646;5,2525
2018-10-13;6306;199;54;0,07375475;0,42236;5,2575
2018-10-12;6271;195;53;0,072532;0,40653;5,1575
2018-10-11;6421;209;54;0,07773625;0,42295;5,49
2018-10-10;6612;227;58;0,0856685;0,47276;5,9025
2018-10-09;6653;229;59;0,0865895;0,48463;5,92
2018-10-08;6643;228;59;0,0859755;0,48861;5,8575
2018-10-07;6591;225;58;0,083067;0,48255;5,7325
2018-10-06;6612;226;58;0,08247825;0,50017;5,77
2018-10-05;6611;226;59;0,08237225;0,52321;5,7925
2018-10-04;6559;222;58;0,08148425;0,5326;5,73
2018-10-03;6513;222;58;0,08097975;0,52272;5,595
2018-10-02;6460;228;60;0,08339475;0,54746;5,6725
2018-10-01;6498;231;61;0,08444625;0,5746;5,7075
2018-09-30;6612;232;61;0,0849125;0,58334;5,685
2018-09-29;6588;226;61;0,08409075;0,55702;5,6975
2018-09-28;6667;225;63;0,085055;0,5375;5,8175
2018-09-27;6580;221;61;0,08305425;0,52954;5,67
2018-09-26;6462;216;58;0,07994675;0,52373;5,49
2018-09-25;6401;220;57;0,08012225;0,49995;5,44
2018-09-24;6646;236;60;0,08645425;0,53266;5,83
2018-09-23;6722;243;61;0,08744175;0,57514;5,985
2018-09-22;6741;244;60;0,08486125;0,5639;6,05
2018-09-21;6632;236;59;0,0848645;0,5577;5,94
2018-09-20;6441;217;55;0,07695625;0,39617;5,495
2018-09-19;6339;208;54;0,070535;0,32298;5,1325
2018-09-18;6303;204;53;0,066132;0,29868;4,98
2018-09-17;6375;208;55;0,06653525;0,27557;5,095
2018-09-16;6487;218;56;0,068658;0,27943;5,36
2018-09-15;6509;216;57;0,068658;0,27921;5,3225
2018-09-14;6490;212;56;0,06830475;0,27811;5,315
2018-09-13;6507;198;53;0,06794925;0,27554;5,19
2018-09-12;6297;180;51;0,06689275;0,26486;4,9125
2018-09-11;6299;189;53;0,0709955;0,26509;4,955
2018-09-10;6289;196;55;0,07471875;0,27207;4,9875
2018-09-09;6251;197;54;0,077031;0,27855;4,885
2018-09-08;6298;206;55;0,08036225;0,28181;4,8975
2018-09-07;6440;223;57;0,08553225;0,29345;5,14
2018-09-06;6573;226;57;0,0861325;0,28851;5,1225
2018-09-05;7046;257;63;0,095967;0,30538;5,8375
2018-09-04;7322;288;67;0,1047895;0,33383;6,4775
2018-09-03;7267;292;66;0,10404225;0,33839;6,55
2018-09-02;7234;295;66;0,10535625;0,34353;6,58
2018-09-01;7127;290;65;0,105096;0,34268;6,5675
2018-08-31;6951;281;61;0,10107325;0,33462;6,2225
2018-08-30;6968;284;60;0,10259925;0,33734;6,055
2018-08-29;7038;292;62;0,10538775;0,34731;6,08
2018-08-28;6991;291;62;0,103277;0,3455;5,6575
2018-08-27;6791;280;59;0,09674525;0,33087;5,1625
2018-08-26;6728;275;57;0,093116;0,32423;4,9575
2018-08-25;6714;279;58;0,09359375;0,32695;5,0075
2018-08-24;6599;277;57;0,09278925;0,32426;4,9575
2018-08-23;6448;274;56;0,0909785;0,32218;4,805
2018-08-22;6497;277;56;0,09302075;0,32972;4,87
2018-08-21;6373;276;55;0,09321575;0,32473;4,8075
2018-08-20;6379;286;56;0,097067;0,3302;5,01
2018-08-19;6428;297;58;0,09996825;0,33541;5,1725
2018-08-18;6471;304;59;0,10401075;0,34475;5,29
2018-08-17;6440;302;58;0,10210075;0,33091;5,045
2018-08-16;6321;286;55;0,094507;0,28721;4,595
2018-08-15;6304;285;55;0,095447;0,28201;4,665
2018-08-14;6150;274;54;0,09510975;0,26778;4,4825
2018-08-13;6313;301;58;0,107012;0,28768;4,7975
2018-08-12;6292;319;59;0,1113405;0,29917;5,005
2018-08-11;6216;322;58;0,1120925;0,30604;5,09
2018-08-10;6326;347;61;0,1179575;0,33046;5,4975
2018-08-09;6410;360;63;0,1184145;0,34034;5,675
2018-08-08;6468;365;65;0,11741575;0,35216;6,0175
2018-08-07;6877;392;71;0,1270945;0,39545;6,8325
2018-08-06;6992;407;74;0,13070725;0,42183;7,0425
2018-08-05;7004;408;74;0,12819725;0,43202;7
2018-08-04;7217;411;75;0,128331;0,43564;7,0875
2018-08-03;7446;411;77;0,129529;0,43583;7,075
2018-08-02;7579;416;77;0,1352;0,43866;7,1075
2018-08-01;7634;423;78;0,14024225;0,44284;7,205
2018-07-31;7933;443;80;0,146935;0,43861;7,475
2018-07-30;8132;459;83;0,15665;0,4476;7,9625
2018-07-29;8209;467;84;0,16292525;0,45455;8,32
2018-07-28;8183;468;84;0,1640505;0,45425;8,335
2018-07-27;8052;466;84;0,163918;0,45246;8,32
2018-07-26;8069;470;85;0,16859175;0,45609;8,4775
2018-07-25;8281;475;88;0,172677;0,45929;8,605
2018-07-24;8078;464;86;0,16927525;0,4527;8,225
2018-07-23;7581;457;83;0,1696905;0,45032;7,9975
2018-07-22;7435;461;84;0,16840875;0,45384;7,9525
2018-07-21;7358;455;83;0,16220575;0,4484;7,9225
2018-07-20;7448;457;84;0,1716015;0,4575;8,1225
2018-07-19;7427;474;87;0,18161075;0,48298;8,475
2018-07-18;7384;491;89;0,179712;0,49874;8,795
2018-07-17;7043;489;87;0,1636155;0,49417;8,425
2018-07-16;6547;464;82;0,1494945;0,46399;7,725
2018-07-15;6314;442;78;0,139868;0,44271;7,175
2018-07-14;6248;434;77;0,13693225;0,43766;6,915
2018-07-13;6240;432;77;0,13324525;0,43774;6,925
2018-07-12;6279;434;77;0,12807975;0,44088;6,945
2018-07-11;6351;437;78;0,12948175;0,44705;7,1125
2018-07-10;6488;451;78;0,133617;0,45827;7,4125
2018-07-09;6703;479;82;0,142252;0,47669;8,1325
2018-07-08;6740;487;84;0,1466005;0,48193;8,8025
2018-07-07;6680;476;83;0,14464625;0,47879;8,6875
2018-07-06;6565;466;83;0,14466125;0,47427;8,66
2018-07-05;6576;468;84;0,14954675;0,48532;8,8925
2018-07-04;6582;466;86;0,15186575;0,49013;8,885
2018-07-03;6581;471;86;0,1533135;0,49284;8,975
2018-07-02;6481;464;83;0,148535;0,47545;8,52
2018-07-01;6374;453;80;0,139776;0,46061;8,0525
2018-06-30;6329;446;81;0,1317075;0,46407;7,97
2018-06-29;6050;426;77;0,1211705;0,4472;7,51
2018-06-28;6018;431;78;0,12302875;0,45985;7,67
2018-06-27;6112;435;78;0,12609575;0,46237;7,72
2018-06-26;6167;445;79;0,13045025;0,46688;7,78
2018-06-25;6211;458;82;0,13306675;0,47981;8,0675
2018-06-24;6089;456;80;0,131656;0,4752;7,8875
2018-06-23;6129;468;84;0,137902;0,48573;8,38
2018-06-22;6370;491;90;0,14751775;0,50567;9,4125
2018-06-21;6747;532;97;0,16016775;0,53822;10,4775
2018-06-20;6726;532;98;0,163411;0,54076;10,5
2018-06-19;6748;529;99;0,16589275;0,54594;10,64
2018-06-18;6596;507;97;0,16200325;0,52964;10,485
2018-06-17;6503;499;96;0,161737;0,53042;10,455
2018-06-16;6460;492;96;0,16160375;0,53088;10,475
2018-06-15;6527;502;98;0,16580025;0,54433;10,815
2018-06-14;6489;496;98;0,164383;0,54325;10,57
2018-06-13;6406;481;96;0,1583415;0,53862;9,86
2018-06-12;6702;511;103;0,17074475;0,57603;10,5525
2018-06-11;6807;528;106;0,17482425;0,58566;10,9875
2018-06-10;7119;555;111;0,18625975;0,6129;12,2475
2018-06-09;7580;597;119;0,2042175;0,66764;14,275
2018-06-08;7647;597;121;0,20688125;0,67205;14,325
2018-06-07;7693;607;122;0,21344975;0,6771;14,2725
2018-06-06;7624;605;121;0,21567975;0,67128;13,9975
2018-06-05;7551;599;120;0,21402725;0,66255;13,7375
2018-06-04;7615;604;123;0,22019325;0,671;14,17
2018-06-03;7691;607;125;0,22889925;0,66454;15,0575
2018-06-02;7585;587;122;0,2237915;0,63251;14,1825
2018-06-01;7505;578;119;0,2220315;0,61439;12,225
2018-05-31;7468;573;118;0,21643575;0,6032;12,185
2018-05-30;7435;563;119;0,20634025;0,59931;12,0875
2018-05-29;7297;540;116;0,188839;0,57505;11,7
2018-05-28;7256;543;115;0,183362;0,57645;12,055
2018-05-27;7352;578;118;0,19402225;0,60603;12,29
2018-05-26;7448;591;119;0,19855175;0,60953;12,26
2018-05-25;7520;593;121;0,202818;0,6156;12,3225
2018-05-24;7534;589;120;0,20203225;0,60889;11,6625
2018-05-23;7758;611;123;0,20954;0,61223;11,395
2018-05-22;8201;670;131;0,2344915;0,65703;12,745
2018-05-21;8465;705;137;0,2526;0,6873;13,635
2018-05-20;8385;706;137;0,2503845;0,68624;13,55
2018-05-19;8258;697;135;0,243397;0,67486;12,9725
2018-05-18;8131;680;134;0,24080825;0,66817;12,555
2018-05-17;8222;691;136;0,24848125;0,6837;12,715
2018-05-16;8359;532;139;0,25150675;0,68912;12,5875
2018-05-15;8607;723;144;0,2629045;0,71033;13,3475
2018-05-14;8638;721;145;0,26885125;0,72351;14,03
2018-05-13;8568;706;142;0,27107775;0,70696;14,2625
2018-05-12;8425;672;138;0,25878025;0,67281;13,9825
2018-05-11;8706;699;142;0,27449475;0,70728;16,0325
2018-05-10;9188;745;154;0,30945325;0,77178;17,8025
2018-05-09;9220;749;157;0,31890125;0,79349;17,7425
2018-05-08;9264;754;162;0,33152675;0,81674;18,075
2018-05-07;9491;763;167;0,34004125;0,84023;17,6025
2018-05-06;9730;804;175;0,35696575;0,88141;17,4175
2018-05-05;9812;806;175;0,36747975;0,90211;17,625
2018-05-04;9702;787;165;0,363377;0,89;17,3
2018-05-03;9494;736;157;0,37717475;0,86863;18,2775
2018-05-02;9144;683;150;0,36545025;0,84598;18,92
2018-05-01;9104;671;147;0,3458775;0,8216;17,8025
2018-04-30;9313;684;151;0,35297275;0,84865;19,285
2018-04-29;9379;690;153;0,365203;0,86629;20,5675
2018-04-28;9154;668;149;0,324063;0,84128;17,8525
2018-04-27;9133;656;150;0,293151;0,83063;16,21
2018-04-26;9034;636;149;0,27966025;0,82052;14,8075
2018-04-25;9260;655;154;0,2904335;0,82987;14,6075
2018-04-24;9317;676;159;0,30652875;0,9072;13,565
2018-04-23;8887;642;150;0,28956025;0,86707;11,505
2018-04-22;8880;629;148;0,2877505;0,87017;11,26
2018-04-21;8858;600;151;0,29217675;0,88059;11,1025
2018-04-20;8578;591;150;0,2837895;0,85663;10,5125
2018-04-19;8225;546;143;0,26763575;0,74762;9,2325
2018-04-18;8052;515;137;0,25359475;0,68778;8,8
2018-04-17;8001;512;133;0,25601575;0,66349;8,4525
2018-04-16;8188;518;130;0,241575;0,67251;8,2525
2018-04-15;8196;518;130;0,21824325;0,66753;8,4675
2018-04-14;7979;496;127;0,205525;0,64391;8,6775
2018-04-13;7950;501;128;0,211064;0,65126;8,94
2018-04-12;7420;459;123;0,1943855;0,58684;8,5875
2018-04-11;6906;423;116;0,1622595;0,51831;7,3425
2018-04-10;6802;404;114;0,153386;0,48761;5,91
2018-04-09;6911;402;117;0,154785;0,49335;5,91
2018-04-08;6988;392;117;0,152425;0,49265;5,9175
2018-04-07;6805;378;115;0,14584775;0,4819;5,875
2018-04-06;6698;376;116;0,145774;0,47956;6,0325
2018-04-05;6775;379;118;0,14895025;0,48865;5,9475
2018-04-04;7098;393;126;0,16198375;0,51953;5,815
2018-04-03;7261;396;127;0,16179075;0,52149;5,9275
2018-04-02;6951;373;118;0,15094475;0,48709;5,695
2018-04-01;6818;379;115;0,14858875;0,48618;5,6775
2018-03-31;6955;396;119;0,148653;0,50382;6
2018-03-30;6970;392;117;0,1431505;0,50071;5,9425
2018-03-29;7505;425;123;0,152001;0,53741;6,0325
2018-03-28;7906;460;134;0,1576115;0,57457;6,035
2018-03-27;7982;469;142;0,15884675;0,57841;5,8275
2018-03-26;8250;498;154;0,172994;0,60907;6,0075
2018-03-25;8523;522;159;0,1849815;0,63513;6,5
2018-03-24;8749;532;163;0,18986225;0,64414;6,7525
2018-03-23;8716;539;167;0,191889;0,64091;6,7875
2018-03-22;8806;552;166;0,2027865;0,66247;6,8
2018-03-21;8942;563;170;0,20744625;0,68809;6,4725
2018-03-20;8723;550;164;0,19409075;0,70034;5,9575
2018-03-19;8411;543;156;0,17203625;0,68112;5,405
2018-03-18;7920;523;150;0,14903975;0,62524;4,465
2018-03-17;8044;576;159;0,1645165;0,65203;4,825
2018-03-16;8272;605;165;0,17860575;0,68361;5,0975
2018-03-15;8148;601;160;0,18580575;0,68174;5,1125
2018-03-14;8669;646;158;0,207323;0,7283;5,525
2018-03-13;9163;693;179;0,21783;0,78108;5,765
2018-03-12;9342;711;184;0,21977175;0,79831;5,895
2018-03-11;9124;696;182;0,20832925;0,79353;5,83
2018-03-10;9042;705;162;0,208924;0,80284;5,9225
2018-03-09;9073;690;162;0,2090985;0,80148;5,865
2018-03-08;9589;724;181;0,2293945;0,83219;6,27
2018-03-07;10251;771;190;0,25820075;0,86543;6,71
2018-03-06;10929;831;202;0,288695;0,93101;7,515
2018-03-05;11384;863;212;0,30289925;0,99462;8,08
2018-03-04;11297;858;211;0,29616975;0,95391;7,99
2018-03-03;10808;862;212;0,29574275;0,90265;8,0175
2018-03-02;10894;865;210;0,297453;0,90596;8,29
2018-03-01;10634;865;207;0,301771;0,90642;8,3625
2018-02-28;10573;869;211;0,31936825;0,91173;8,4675
2018-02-27;10467;880;217;0,32740825;0,93393;8,26
2018-02-26;9916;859;221;0,32105625;0,91337;7,8425
2018-02-25;9620;836;212;0,3140095;0,90263;7,7675
2018-02-24;9942;840;206;0,312582;0,92078;8,0625
2018-02-23;10007;838;199;0,320289;0,9175;8,0275
2018-02-22;10246;2871;203;0,32716075;0,92805;8,0675
2018-02-21;10814;2859;219;0,34125025;0,99045;8,555
2018-02-20;11330;924;231;0,3662435;1,07042;9,2425
2018-02-19;10785;938;219;0,376363;1,0956;9,325
2018-02-18;10720;1133;221;0,392216;1,11799;9,52
2018-02-17;10604;960;228;0,4062485;1,14956;9,8975
2018-02-16;10053;941;224;0,3902035;1,10117;9,755
2018-02-15;9767;922;219;0,391279;1,11251;9,805
2018-02-14;9015;893;187;0,37930675;1,06272;9,3975
2018-02-13;8692;2878;159;0,36910825;1,01149;8,9575
2018-02-12;8514;849;156;0,3701975;1,00963;8,7725
2018-02-11;8262;835;150;0,3677125;0,9805;8,5725
2018-02-10;8624;865;159;0,3890975;1,02116;9,2
2018-02-09;8346;836;155;0,35661525;0,84326;8,88
2018-02-08;7961;789;144;0,34010725;0,75071;8,095
2018-02-07;7755;775;142;0,3475;0,74761;8,09
2018-02-06;7133;716;130;0,326799;0,69927;7,4225
2018-02-05;7549;752;136;0,34668925;0,74439;8,0125
2018-02-04;8694;901;155;0,42225075;0,88243;9,7525
2018-02-03;8973;934;145;0,43312575;0,91566;10,35
2018-02-02;8798;940;130;0,38480625;0,87007;10
2018-02-01;9635;1087;151;0,4603465;1,03238;10,995
2018-01-31;10143;1105;164;0,5001905;1,10758;11,4275
2018-01-30;10651;1151;173;0,5510005;1,18673;12,385
2018-01-29;11512;1226;184;0,61968625;1,31451;14,12
2018-01-28;11703;1197;185;0,63599;1,29922;14,575
2018-01-27;11279;1108;178;0,6212785;1,2153;14,3575
2018-01-26;11091;1071;176;0,6212235;1,24219;14,1525
2018-01-25;11342;1075;180;0,6435;1,34436;14,23
2018-01-24;11121;1074;179;0,59423725;1,37688;13,3625
2018-01-23;10817;1043;177;0,55849175;1,35161;13,025
2018-01-22;11143;1030;183;0,584734;1,34597;13,715
2018-01-21;12119;1099;199;0,6515425;1,4869;14,2325
2018-01-20;12272;1094;203;0,6781975;1,58831;13,365
2018-01-19;11421;983;194;0,6443125;1,59879;10,6375
2018-01-18;11278;995;192;0,63915;1,49164;10,2825
2018-01-17;10898;0;183;0,58580125;1,21299;9,5075
2018-01-16;12207;0;201;0,652471;1,38534;11,005
2018-01-15;13816;0;236;0,801222;1,79868;13,335
2018-01-14;13882;0;250;0,82174725;1,94776;14,5375
2018-01-13;14179;0;248;0,89200275;2,04191;15,385
2018-01-12;13751;0;231;0,780531;1,98865;12,84
2018-01-11;14185;0;237;0,691688;1,946;10,995
2018-01-10;14620;0;244;0,76786875;1,9962;10,1625
2018-01-09;14923;0;250;0,852975;2,16675;9,3225
2018-01-08;15352;0;258;0,9195;2,475;9,5725
2018-01-07;16595;0;276;1,0148575;2,7075;10,1325
2018-01-06;16917;0;269;1,0128985;2,6175;9,495
2018-01-05;16024;0;243;1,09547825;2,6325;9,365
2018-01-04;14998;0;239;1,151075;2,8325;9,6225
2018-01-03;14981;0;249;1,0090975;2,48;8,6775
2018-01-02;14110;0;241;0,7348;2,085;8,05
2018-01-01;13524;0;226;0,6898;1,9825;7,635
2017-12-31;13246;0;223;0,6575;1,885;7,4375
2017-12-30;13337;0;228;0;2;7,5575
2017-12-29;14463;0;248;0;1,6025;8,24
2017-12-28;14697;0;251;0;1,22;8,2525
2017-12-27;15556;0;271;0;1,1575;8,7525
2017-12-26;14858;0;278;0;1,02793;8,4125
2017-12-25;13775;0;278;0;0,97558;8,11
2017-12-24;13692;0;280;0;0,95588;7,805
2017-12-23;14228;0;286;0;1,00158;8,14
2017-12-22;13999;0;259;0;0,99508;8,8525
2017-12-21;16087;0;309;0;0,9193;10,5225
2017-12-20;16860;0;321;0;0,71205;10,74
2017-12-19;18082;0;354;0;0,75808;10,175
2017-12-18;18843;0;339;0;0,73098;8,2225
2017-12-17;19258;0;317;0;0,72628;8,2775
2017-12-16;18461;0;301;0;0,75178;8,3
2017-12-15;17125;0;291;0;0,76475;7,77
2017-12-14;16430;0;294;0;0,66063;7,655
2017-12-13;16577;0;328;0;0,41333;6,925
2017-12-12;16908;0;301;0;0,32043;4,745
2017-12-11;16054;0;189;0;0,23655;4,0025
2017-12-10;14678;0;152;0;0,23033;3,8125
2017-12-09;15089;0;154;0;0,23578;4,145
2017-12-08;16029;0;117;0;0,22273;4,0325
2017-12-07;15220;0;99;0;0,21058;4,0925
2017-12-06;12730;0;101;0;0,22395;4,505
2017-12-05;11670;0;103;0;0,23933;4,11
2017-12-04;11353;0;101;0;0,24378;3,8075
2017-12-03;11147;0;101;0;0,24575;3,7875
2017-12-02;10916;0;101;0;0,24528;3,5425
2017-12-01;10293;0;92;0;0,2403;0
2017-11-30;9877;0;86;0;0,2345;0
2017-11-29;10025;0;90;0;0,25185;0
2017-11-28;9812;0;93;0;0,26345;0
2017-11-27;9526;0;90;0;0,24538;0
2017-11-26;9074;0;87;0;0,24608;0
2017-11-25;8468;0;83;0;0,24558;0
2017-11-24;8112;0;75;0;0,23913;0
2017-11-23;8132;0;74;0;0,24113;0
2017-11-22;8183;0;71;0;0,236;0
2017-11-21;8133;0;71;0;0,23658;0
2017-11-20;8132;0;72;0;0,23763;0
2017-11-19;7900;0;71;0;0,22993;0
2017-11-18;7699;0;68;0;0,22495;0
2017-11-17;7772;0;69;0;0,22648;0
2017-11-16;7555;0;67;0;0,23048;0
2017-11-15;6952;0;63;0;0,20678;0
2017-11-14;6567;0;62;0;0,20373;0
2017-11-13;6247;0;60;0;0,19558;0
2017-11-12;6051;0;60;0;0,19905;0
2017-11-11;6481;0;61;0;0,2072;0
2017-11-10;6855;0;61;0;0,209;0
2017-11-09;7268;0;64;0;0,21663;0
2017-11-08;7361;0;62;0;0,2122;0
2017-11-07;7061;0;58;0;0,20315;0
2017-11-06;7178;0;55;0;0,20145;0
2017-11-05;7409;0;55;0;0,2007;0
2017-11-04;7240;0;56;0;0,2034;0
2017-11-03;7140;0;55;0;0,20715;0
2017-11-02;6960;0;53;0;0,19333;0
2017-11-01;6570;0;54;0;0,1945;0
2017-10-31;6283;0;56;0;0,2002;0
2017-10-30;6129;0;57;0;0,2021;0
2017-10-29;5962;0;56;0;0,20038;0
2017-10-28;5754;0;55;0;0,19913;0
2017-10-27;5836;0;55;0;0,20068;0
2017-10-26;5820;0;56;0;0,20218;0
2017-10-25;5593;0;56;0;0,20173;0
2017-10-24;5696;0;56;0;0,19885;0
2017-10-23;5895;0;55;0;0,19493;0
2017-10-22;5946;0;57;0;0,20448;0
2017-10-21;6015;0;59;0;0,2064;0
2017-10-20;5845;0;60;0;0,21283;0
2017-10-19;5633;0;60;0;0,21733;0
2017-10-18;5473;0;59;0;0,22063;0
2017-10-17;5663;0;62;0;0,2417;0
2017-10-16;5702;0;65;0;0,26828;0
2017-10-15;5706;0;65;0;0,25953;0
2017-10-14;5718;0;62;0;0,25963;0
2017-10-13;5579;0;59;0;0,25118;0
2017-10-12;5126;0;55;0;0,25523;0
2017-10-11;4795;0;51;0;0,26058;0
2017-10-10;4798;0;50;0;0,25388;0
2017-10-09;4705;0;51;0;0,26105;0
2017-10-08;4522;0;53;0;0,2598;0
2017-10-07;4400;0;52;0;0,23665;0
2017-10-06;4353;0;52;0;0,23725;0
2017-10-05;4262;0;51;0;0,22728;0
2017-10-04;4268;0;52;0;0,20875;0
2017-10-03;4346;0;53;0;0,20265;0
2017-10-02;4412;0;54;0;0,20518;0
2017-10-01;4359;0;55;0;0,2033;0
2017-09-30;4270;0;54;0;0,1993;0
2017-09-29;4159;0;53;0;0,19738;0
2017-09-28;4199;0;56;0;0,2048;0
2017-09-27;4055;0;55;0;0,20028;0
2017-09-26;3917;0;53;0;0,18718;0
2017-09-25;3809;0;50;0;0,1805;0
2017-09-24;3720;0;48;0;0,177;0
2017-09-23;3691;0;48;0;0,17558;0
2017-09-22;3619;0;47;0;0,17208;0
2017-09-21;3747;0;49;0;0,17653;0
2017-09-20;3923;0;53;0;0,18398;0
2017-09-19;3995;0;54;0;0,18893;0
2017-09-18;3900;0;54;0;0,18768;0
2017-09-17;3668;0;51;0;0,18013;0
2017-09-16;3715;0;54;0;0,18333;0
2017-09-15;3440;0;48;0;0,17393;0
2017-09-14;3566;0;54;0;0,1841;0
2017-09-13;3989;0;63;0;0,20203;0
2017-09-12;4210;0;68;0;0,2135;0
2017-09-11;4241;0;68;0;0,21548;0
2017-09-10;4238;0;69;0;0,21348;0
2017-09-09;4312;0;72;0;0,2118;0
2017-09-08;4448;0;76;0;0,21785;0
2017-09-07;4610;0;80;0;0,22798;0
2017-09-06;4522;0;78;0;0,22433;0
2017-09-05;4294;0;72;0;0,20835;0
2017-09-04;4400;0;74;0;0,21388;0
2017-09-03;4576;0;80;0;0,2276;0
2017-09-02;4730;0;84;0;0,2376;0
2017-09-01;4818;0;83;0;0,25425;0
2017-08-31;4666;0;70;0;0,24588;0
2017-08-30;4579;0;65;0;0,22563;0
2017-08-29;4496;0;63;0;0,22095;0
2017-08-28;4334;0;62;0;0,2159;0
2017-08-27;4357;0;57;0;0,2037;0
2017-08-26;4340;0;51;0;0,21603;0
2017-08-25;4359;0;51;0;0,21695;0
2017-08-24;4234;0;52;0;0,2404;0
2017-08-23;4139;0;50;0;0,2506;0
2017-08-22;3962;0;47;0;0,2173;0
2017-08-21;4034;0;47;0;0,17873;0
2017-08-20;4108;0;45;0;0,15545;0
2017-08-19;4101;0;46;0;0,15485;0
2017-08-18;4181;0;45;0;0,15923;0
2017-08-17;4337;0;44;0;0,15828;0
2017-08-16;4221;0;43;0;0,15688;0
2017-08-15;4191;0;44;0;0,16183;0
2017-08-14;4177;0;45;0;0,16983;0
2017-08-13;3993;0;46;0;0,16703;0
2017-08-12;3776;0;47;0;0,17565;0
2017-08-11;3549;0;47;0;0,17963;0
2017-08-10;3388;0;48;0;0,1821;0
2017-08-09;3367;0;48;0;0,18983;0
2017-08-08;3421;0;48;0;0,18733;0
2017-08-07;3314;0;46;0;0,17945;0
2017-08-06;3239;0;46;0;0,1833;0
2017-08-05;3090;0;45;0;0,18098;0
2017-08-04;2840;0;43;0;0,1744;0
2017-08-03;2768;0;42;0;0,1731;0
2017-08-02;2728;0;42;0;0,17388;0
2017-08-01;2809;0;43;0;0,17228;0
2017-07-31;2822;0;41;0;0,16388;0
2017-07-30;2724;0;41;0;0,16603;0
2017-07-29;2763;0;40;0;0,16443;0
2017-07-28;2757;0;41;0;0,16718;0
2017-07-27;2628;0;42;0;0,1726;0
2017-07-26;2554;0;42;0;0,1724;0
2017-07-25;2649;0;43;0;0,18108;0
2017-07-24;2759;0;45;0;0,19395;0
2017-07-23;2781;0;46;0;0,19703;0
2017-07-22;2762;0;46;0;0,19135;0
2017-07-21;2759;0;46;0;0,1881;0
2017-07-20;2591;0;43;0;0,17843;0
2017-07-19;2315;0;42;0;0,17075;0
2017-07-18;2280;0;43;0;0,17515;0
2017-07-17;2074;0;41;0;0,15918;0
2017-07-16;1936;0;39;0;0,15498;0
2017-07-15;2105;0;40;0;0,17795;0
2017-07-14;2283;0;43;0;0,18525;0
2017-07-13;2384;0;46;0;0,19678;0
2017-07-12;2354;0;45;0;0,18408;0
2017-07-11;2337;0;44;0;0,17915;0
2017-07-10;2414;0;46;0;0,203;0
2017-07-09;2541;0;50;0;0,23105;0
2017-07-08;2532;0;49;0;0,2259;0
2017-07-07;2558;0;48;0;0,24058;0
2017-07-06;2615;0;52;0;0,2509;0
2017-07-05;2612;0;54;0;0,24975;0
2017-07-04;2605;0;50;0;0,2512;0
2017-07-03;2558;0;44;0;0,2518;0
2017-07-02;2473;0;40;0;0,245;0
2017-07-01;2456;0;39;0;0,24268;0
2017-06-30;2521;0;40;0;0,25183;0
2017-06-29;2567;0;41;0;0,26133;0
2017-06-28;2567;0;41;0;0,26195;0
2017-06-27;2481;0;38;0;0,24895;0
2017-06-26;2475;0;39;0;0,24735;0
2017-06-25;2566;0;41;0;0,26633;0
2017-06-24;2646;0;44;0;0,28235;0
2017-06-23;2723;0;46;0;0,2853;0
2017-06-22;2695;0;45;0;0,27085;0
2017-06-21;2715;0;44;0;0,28685;0
2017-06-20;2696;0;46;0;0,29705;0
2017-06-19;2573;0;46;0;0,27173;0
2017-06-18;2590;0;44;0;0,26245;0
